transaction_id,transaction_date,transaction_time,transaction_qty,branch_id,product_id,isflagwolt
4013,2022-04-28,10:58:56,3,21,9,NO
2781,2022-06-27,22:45:35,3,35,4,NO
6281,2022-01-22,06:11:00,2,75,9,NO
2949,2022-07-21,10:29:40,1,66,4,NO
3347,2022-04-21,18:02:40,2,2,7,NO
2401,2022-03-24,13:39:24,1,58,2,NO
1562,2022-02-03,01:51:00,3,56,2,NO
4181,2022-03-29,12:33:36,3,80,1,NO
3190,2022-07-10,12:14:11,4,41,5,NO
793,2022-12-25,14:31:34,4,54,4,NO
2917,2022-05-26,17:10:22,2,74,3,NO
7343,2022-02-16,21:35:18,1,58,4,NO
845,2022-07-04,11:53:57,1,41,1,NO
8822,2022-05-09,17:51:31,4,27,2,NO
2944,2022-04-05,17:59:28,3,25,4,NO
1296,2022-01-20,03:46:31,1,54,7,NO
820,2022-10-17,12:40:42,4,78,1,NO
7213,2022-04-25,04:43:04,1,55,8,NO
8612,2022-07-15,00:56:33,3,28,3,NO
1436,2022-04-27,21:03:51,5,16,6,NO
8209,2022-09-09,22:51:41,2,11,7,NO
2729,2022-12-18,12:27:57,3,55,4,NO
578,2022-07-30,15:02:30,1,51,1,YES
4493,2022-01-16,23:30:35,5,24,1,NO
9200,2022-09-14,18:44:25,4,65,2,NO
297,2022-07-30,10:42:49,3,7,8,NO
8826,2022-07-05,13:53:10,4,35,1,NO
1509,2022-09-17,08:33:37,2,27,7,NO
2131,2022-12-21,17:51:06,3,9,7,NO
4553,2022-12-16,06:18:50,6,30,2,NO
3640,2022-08-12,02:31:44,5,83,6,NO
5560,2022-08-08,19:32:58,5,76,5,NO
7394,2022-09-20,19:04:55,3,46,6,NO
9802,2022-10-09,01:16:17,3,29,1,YES
6071,2022-04-02,00:05:05,5,17,4,NO
7606,2022-12-19,23:44:37,1,44,4,NO
9196,2022-07-06,11:54:36,4,10,3,NO
3585,2022-09-24,21:18:20,2,41,8,YES
2394,2022-03-13,16:49:40,4,47,6,NO
6515,2022-07-17,08:37:02,4,20,9,NO
2062,2022-10-11,19:10:12,3,1,4,NO
4050,2022-01-02,14:23:51,8,60,5,NO
7322,2022-10-25,09:29:42,3,22,7,YES
9788,2022-06-09,17:41:33,1,19,8,NO
4303,2022-01-30,23:26:39,1,20,6,NO
8333,2022-05-30,05:47:45,5,80,9,NO
9079,2022-12-25,22:10:54,2,8,2,NO
9702,2022-06-25,19:18:09,1,27,6,NO
1357,2022-12-07,23:28:39,5,53,1,NO
2268,2022-05-29,10:11:17,2,61,2,NO
4156,2022-05-01,14:39:45,6,48,8,NO
8965,2022-11-16,12:11:30,3,65,5,NO
9621,2022-09-06,04:09:02,1,48,8,NO
8728,2022-02-10,04:19:20,5,13,4,NO
5620,2022-03-20,03:59:00,2,17,9,NO
2796,2022-02-17,01:43:08,3,67,3,YES
4908,2022-11-14,08:22:48,3,54,1,NO
8148,2022-08-27,08:26:41,3,31,1,NO
7435,2022-07-02,00:50:15,2,83,6,NO
7073,2022-11-23,20:50:22,5,81,5,NO
6470,2022-03-13,13:19:52,2,15,7,YES
4608,2022-08-28,18:28:02,1,75,3,YES
5952,2022-08-12,06:43:32,1,26,8,NO
1178,2022-11-28,15:09:52,3,5,7,NO
4602,2022-04-26,07:27:30,3,34,4,NO
6666,2022-05-20,23:46:26,2,25,8,NO
2105,2022-03-28,20:18:35,3,2,8,NO
5257,2022-08-12,17:29:32,1,80,9,YES
1411,2022-01-17,16:43:41,1,16,5,NO
5380,2022-04-22,18:39:20,8,9,3,NO
3005,2022-04-22,15:40:53,4,48,6,NO
97,2022-11-03,07:48:30,2,3,9,NO
2092,2022-09-25,21:04:09,3,18,6,NO
7744,2022-11-26,06:45:17,3,32,9,NO
6171,2022-09-06,09:55:17,3,44,6,NO
3934,2022-06-26,06:38:54,7,65,8,NO
9297,2022-09-10,10:26:32,2,56,4,YES
4866,2022-05-05,22:34:07,4,58,6,NO
8736,2022-05-09,20:55:32,2,56,3,NO
6316,2022-03-22,22:14:04,4,49,8,NO
5082,2022-04-13,16:35:57,1,59,2,NO
141,2022-05-20,18:15:28,1,48,6,NO
360,2022-06-23,06:20:05,3,2,6,NO
2907,2022-07-02,11:48:20,7,56,1,NO
5367,2022-01-20,03:14:23,7,73,6,NO
9311,2022-05-25,15:56:55,1,39,9,NO
3501,2022-07-03,06:05:16,8,38,2,YES
6838,2022-10-01,00:08:04,2,5,2,NO
3858,2022-02-08,14:58:17,4,30,1,NO
3038,2022-03-07,13:36:23,2,76,5,YES
5125,2022-03-20,18:11:13,2,16,6,NO
1225,2022-08-19,23:34:16,2,44,1,NO
4135,2022-12-05,07:16:37,4,27,4,NO
6466,2022-10-07,23:48:59,1,75,8,NO
5455,2022-09-27,14:58:10,4,55,2,NO
4730,2022-10-19,15:36:50,5,30,6,NO
9559,2022-12-08,20:50:58,7,59,4,YES
3182,2022-10-23,07:22:59,7,26,2,NO
5776,2022-04-16,18:45:07,4,54,7,NO
8831,2022-07-02,13:14:09,3,54,7,NO
2754,2022-04-09,00:05:56,2,37,9,NO
9597,2022-07-10,21:05:32,3,54,4,NO
1429,2022-08-31,18:58:08,6,31,7,NO
1347,2022-01-21,13:46:54,2,20,4,NO
8004,2022-08-13,03:43:15,4,59,7,NO
3639,2022-10-15,08:39:27,3,81,4,YES
7005,2022-07-28,11:19:50,3,66,1,NO
8813,2022-09-01,02:51:22,1,18,2,YES
3966,2022-10-17,07:41:19,1,35,5,NO
6951,2022-02-19,21:27:08,3,11,8,NO
1478,2022-03-24,20:31:22,7,45,7,NO
7931,2022-08-17,16:59:54,1,23,4,YES
4073,2022-11-10,21:46:37,2,33,4,NO
565,2022-05-22,17:41:03,3,64,6,YES
9280,2022-05-29,15:42:36,1,74,7,NO
1628,2022-08-27,22:42:08,1,66,3,NO
9903,2022-05-21,23:32:11,1,36,2,YES
6524,2022-12-25,03:51:39,3,57,3,NO
1215,2022-06-23,06:47:11,3,34,7,YES
1050,2022-10-03,11:06:21,1,75,1,NO
77,2022-12-28,11:10:43,4,57,4,NO
4996,2022-09-22,02:13:53,1,2,8,NO
1563,2022-06-01,14:52:35,1,28,3,NO
7700,2022-11-07,05:51:19,6,61,3,NO
3452,2022-12-03,06:13:32,5,21,8,NO
510,2022-06-05,02:51:13,5,32,3,NO
2634,2022-07-09,01:33:39,3,27,9,NO
673,2022-08-19,23:14:48,6,48,4,NO
59,2022-05-27,09:52:25,2,13,5,NO
6568,2022-10-04,19:15:37,4,2,3,NO
60,2022-03-01,19:55:30,4,49,4,NO
8029,2022-07-24,16:58:46,2,4,4,NO
8581,2022-09-24,12:01:09,3,78,8,NO
8511,2022-06-02,23:08:14,1,48,8,NO
3044,2022-08-17,06:53:44,1,31,9,NO
2007,2022-05-19,00:10:38,3,50,6,NO
4677,2022-08-31,16:42:36,1,25,1,NO
9455,2022-04-20,16:50:00,2,26,8,NO
2657,2022-01-31,03:42:14,1,79,8,NO
7134,2022-01-11,12:21:18,4,48,3,YES
9253,2022-05-14,05:33:32,2,19,4,NO
954,2022-12-13,15:11:29,3,1,2,YES
5384,2022-08-12,21:57:37,1,63,3,NO
7793,2022-05-29,19:10:14,3,55,5,NO
2516,2022-10-27,17:02:34,7,29,8,NO
3124,2022-10-31,04:31:19,2,28,8,YES
7216,2022-06-24,09:51:43,1,26,3,YES
2776,2022-02-07,16:54:55,1,66,7,NO
3470,2022-10-30,04:36:14,4,60,7,NO
3092,2022-09-03,10:49:50,4,2,3,NO
1433,2022-09-01,15:11:04,3,23,1,NO
7128,2022-02-11,16:01:41,2,8,5,NO
5041,2022-04-14,19:44:32,7,69,4,NO
1794,2022-11-20,14:00:23,7,45,7,NO
4184,2022-08-16,08:59:24,2,10,1,NO
3709,2022-11-01,17:29:31,3,2,2,NO
9380,2022-12-23,06:25:51,3,63,1,NO
6379,2022-05-31,10:02:45,1,9,1,NO
8225,2022-11-19,06:18:30,1,42,6,NO
6902,2022-10-11,10:55:30,4,49,6,YES
890,2022-08-15,13:22:52,7,3,5,NO
4043,2022-05-08,17:59:45,3,41,4,NO
2453,2022-08-07,00:15:24,1,10,8,NO
2057,2022-03-12,02:23:36,2,46,3,NO
4222,2022-01-29,04:36:55,1,19,3,NO
8809,2022-05-15,05:40:28,2,9,8,YES
4957,2022-03-03,10:04:26,1,21,2,NO
2416,2022-04-01,08:50:20,1,61,5,NO
8218,2022-09-26,06:14:56,1,1,3,NO
1445,2022-08-19,15:28:25,5,60,6,YES
6306,2022-06-06,04:37:18,1,23,2,NO
9652,2022-09-14,03:53:39,3,62,5,NO
3134,2022-11-03,13:45:15,3,22,3,NO
2476,2022-04-18,05:36:38,3,37,7,NO
4762,2022-01-13,07:52:42,3,9,7,NO
7282,2022-08-31,10:18:06,3,63,3,NO
722,2022-04-17,10:37:38,3,17,9,NO
441,2022-07-28,22:42:55,1,74,5,NO
8253,2022-03-01,02:53:16,5,34,9,NO
5237,2022-05-09,03:26:24,8,54,1,NO
8314,2022-06-02,07:49:15,4,22,8,NO
1374,2022-03-03,14:37:02,2,68,4,NO
7321,2022-07-17,14:13:24,3,11,8,YES
395,2022-05-31,14:11:09,4,36,5,NO
5670,2022-02-06,15:22:29,1,22,8,NO
4936,2022-12-24,21:44:47,3,3,9,NO
5282,2022-08-14,09:26:23,2,47,1,NO
792,2022-03-07,07:51:17,6,55,9,NO
4804,2022-11-16,07:56:04,7,18,4,NO
6708,2022-04-07,16:31:22,4,17,3,NO
7082,2022-02-08,09:01:28,4,1,8,YES
8164,2022-06-29,15:27:13,2,1,4,NO
1244,2022-02-04,04:21:07,4,18,5,NO
889,2022-10-16,11:02:55,4,45,4,NO
4878,2022-07-30,13:58:35,7,69,7,NO
331,2022-04-09,03:11:29,2,57,9,NO
7579,2022-10-26,14:35:09,2,68,6,NO
7556,2022-03-11,18:49:33,4,75,8,NO
2403,2022-09-20,06:06:24,7,76,1,NO
763,2022-10-26,12:21:38,3,65,2,NO
1104,2022-11-18,16:04:41,3,17,4,NO
520,2022-02-25,10:16:23,2,47,4,YES
7778,2022-01-08,08:00:24,4,17,1,YES
1960,2022-07-08,19:14:45,2,21,1,NO
1107,2022-04-05,08:05:37,4,34,9,NO
6756,2022-06-06,13:28:39,2,28,4,NO
2562,2022-09-24,07:17:16,4,47,9,NO
6399,2022-09-15,06:09:28,4,80,5,NO
8285,2022-01-01,16:15:18,1,54,5,NO
6371,2022-05-18,01:23:29,2,48,3,NO
806,2022-02-06,02:36:26,7,24,5,NO
161,2022-04-24,14:41:16,3,3,7,NO
7155,2022-03-21,20:00:19,2,33,1,NO
7077,2022-04-07,16:18:44,3,19,7,NO
2935,2022-04-03,14:29:33,3,1,7,NO
7522,2022-02-12,03:27:53,2,27,6,NO
5089,2022-06-09,17:39:44,5,25,1,YES
7140,2022-05-22,17:06:46,5,46,1,NO
3644,2022-06-18,22:10:08,2,9,4,NO
5866,2022-03-21,10:43:57,4,59,4,NO
8892,2022-01-04,17:22:55,1,33,8,NO
791,2022-03-11,04:57:06,1,8,3,NO
2595,2022-04-13,15:41:32,7,44,7,NO
4405,2022-01-17,11:23:02,2,27,3,NO
687,2022-07-27,20:19:44,2,32,4,NO
1210,2022-09-04,22:09:24,8,26,9,NO
3583,2022-01-23,04:06:42,4,44,9,NO
6963,2022-09-01,03:21:03,2,73,7,NO
5212,2022-01-09,02:28:34,1,40,2,NO
5660,2022-01-13,17:17:01,1,79,5,YES
8787,2022-07-14,09:18:12,3,81,5,NO
1825,2022-05-30,14:55:16,4,21,5,NO
430,2022-08-15,10:57:59,1,26,1,NO
9056,2022-03-17,09:18:20,1,31,5,NO
3164,2022-01-29,16:42:31,2,46,9,NO
6752,2022-09-09,02:14:09,2,20,3,YES
9441,2022-01-17,14:25:59,2,74,1,NO
94,2022-05-18,11:38:48,3,48,3,NO
2426,2022-10-13,18:00:24,3,42,6,NO
2189,2022-06-16,15:48:28,4,33,4,NO
399,2022-12-02,01:47:13,3,45,2,NO
4098,2022-12-02,10:54:27,8,57,9,NO
7669,2022-09-19,06:21:16,5,56,9,NO
6776,2022-05-27,00:28:48,1,42,9,NO
3903,2022-01-14,05:37:10,5,47,2,NO
1118,2022-08-11,12:33:08,3,72,5,NO
7013,2022-02-22,11:37:32,1,18,4,NO
1658,2022-07-16,16:47:06,1,34,5,NO
9013,2022-03-25,10:02:01,4,45,9,YES
385,2022-08-03,10:12:00,4,14,8,NO
7737,2022-03-03,19:08:08,4,53,3,NO
6619,2022-12-05,05:43:09,4,66,2,YES
1334,2022-10-18,11:25:04,3,53,2,NO
2179,2022-04-05,20:08:45,3,50,9,NO
2667,2022-01-17,07:44:07,3,75,1,NO
4327,2022-12-16,08:30:59,3,46,2,NO
5824,2022-03-08,08:45:51,3,3,2,NO
7671,2022-07-13,18:17:35,4,19,1,NO
7384,2022-08-20,17:00:03,1,37,2,NO
863,2022-10-05,13:28:59,4,74,1,NO
886,2022-11-21,06:43:10,4,43,8,NO
7465,2022-12-23,10:31:27,5,4,8,NO
8099,2022-08-21,14:20:00,2,1,9,YES
8055,2022-07-21,04:22:32,6,78,1,NO
327,2022-12-08,01:11:26,2,56,2,NO
3218,2022-06-22,00:18:54,2,73,1,NO
7713,2022-12-04,23:11:28,1,3,6,YES
7138,2022-03-09,09:09:25,6,19,7,NO
7534,2022-12-23,23:41:12,4,25,8,YES
252,2022-08-02,05:02:55,1,73,3,NO
2726,2022-12-06,00:51:52,2,63,3,NO
8189,2022-05-24,20:59:58,4,15,7,YES
3645,2022-01-04,20:56:15,1,24,2,NO
4406,2022-11-22,17:12:01,2,61,1,NO
1335,2022-05-02,10:19:37,1,54,9,NO
5805,2022-06-02,07:41:19,2,26,1,NO
2913,2022-06-01,12:31:51,8,10,8,NO
1018,2022-01-04,07:00:31,7,21,3,NO
1413,2022-08-13,12:52:07,2,55,9,NO
5939,2022-09-02,04:20:30,1,46,1,NO
6992,2022-08-18,05:41:50,4,21,6,NO
8409,2022-06-09,06:52:44,3,49,1,NO
3297,2022-07-26,12:40:00,1,52,1,NO
8729,2022-04-09,08:58:40,5,58,6,NO
483,2022-12-30,16:03:46,7,34,9,NO
4884,2022-08-22,10:42:51,3,24,2,YES
2950,2022-07-19,15:06:37,1,62,7,NO
6913,2022-11-21,02:54:07,1,23,1,NO
70,2022-05-31,20:16:16,1,81,4,NO
6824,2022-06-23,01:58:08,5,33,7,NO
6346,2022-12-03,08:40:06,1,66,6,NO
6230,2022-07-01,12:25:31,2,78,9,NO
9239,2022-09-27,06:40:57,1,14,1,NO
865,2022-01-04,10:49:50,2,24,5,NO
7333,2022-08-18,07:18:29,7,53,5,NO
3118,2022-08-04,16:45:33,4,6,2,NO
4040,2022-08-10,02:32:24,3,75,3,NO
8660,2022-03-15,16:50:41,5,52,4,NO
3646,2022-09-07,03:21:32,4,70,1,NO
6978,2022-04-26,03:39:25,2,69,9,NO
1270,2022-03-08,17:56:08,1,78,6,NO
9424,2022-01-24,18:31:08,3,60,8,NO
2226,2022-01-31,14:26:02,3,48,2,NO
1066,2022-11-27,21:25:17,1,30,6,NO
4477,2022-01-19,05:43:55,3,82,4,NO
9992,2022-11-22,10:18:15,4,56,9,NO
9203,2022-01-10,06:42:38,4,65,8,NO
5033,2022-01-24,01:23:15,3,36,2,NO
3042,2022-03-23,02:28:09,4,69,1,NO
7163,2022-02-28,04:22:06,2,53,9,NO
5985,2022-05-25,10:24:44,3,22,9,NO
1740,2022-09-15,00:42:51,4,19,5,NO
4508,2022-02-12,18:24:19,2,22,3,NO
1754,2022-01-11,04:50:12,1,71,7,NO
5039,2022-07-27,02:24:17,8,80,2,NO
6991,2022-06-03,12:52:54,1,40,6,NO
7539,2022-02-06,12:33:55,3,75,5,NO
4695,2022-05-10,18:43:10,1,81,9,NO
4366,2022-08-25,03:25:01,7,41,8,NO
1081,2022-04-03,04:10:59,2,39,7,NO
3500,2022-07-09,19:27:19,3,21,2,NO
255,2022-03-22,11:45:04,2,49,8,NO
427,2022-02-11,17:59:07,1,57,2,NO
2698,2022-06-08,12:36:55,4,45,4,NO
2488,2022-07-11,13:49:27,3,44,8,NO
7867,2022-07-17,15:38:45,4,46,2,YES
1282,2022-08-28,09:58:48,8,45,8,NO
1829,2022-07-14,03:06:51,8,16,3,NO
9814,2022-06-09,23:47:11,1,31,2,NO
8300,2022-09-03,11:03:10,1,73,1,NO
3948,2022-07-10,08:34:12,2,26,2,NO
4935,2022-01-20,21:44:13,5,11,8,NO
1878,2022-07-13,12:33:27,4,43,3,NO
5468,2022-06-04,21:41:35,3,56,5,NO
9083,2022-10-23,15:42:12,2,20,4,NO
121,2022-06-25,23:00:56,1,55,6,NO
9431,2022-08-21,04:38:51,2,18,2,NO
8404,2022-03-15,23:31:51,4,81,1,NO
251,2022-08-06,01:01:13,6,29,3,NO
3832,2022-07-20,04:24:12,5,31,7,YES
6606,2022-02-21,21:37:20,4,45,1,NO
4745,2022-08-28,12:08:11,2,8,7,NO
2052,2022-03-21,02:00:25,4,6,6,NO
6837,2022-03-29,17:24:23,4,77,1,YES
1577,2022-05-04,06:10:25,3,23,8,NO
9054,2022-07-17,08:10:13,4,15,4,NO
6773,2022-10-21,17:04:24,3,30,3,NO
6702,2022-12-03,23:37:58,4,11,9,NO
3779,2022-12-01,15:09:25,4,43,7,NO
8606,2022-08-07,05:34:03,4,4,1,NO
8713,2022-05-14,12:20:15,1,16,2,NO
8201,2022-05-20,03:13:12,1,2,7,NO
6690,2022-04-04,21:32:37,4,4,7,NO
9089,2022-06-02,22:58:17,5,72,6,NO
8884,2022-02-28,02:40:33,1,68,5,NO
9018,2022-07-14,04:01:36,2,75,8,NO
4995,2022-02-10,10:54:08,6,29,5,YES
4087,2022-04-22,08:10:06,3,8,6,YES
667,2022-10-02,18:27:18,3,69,3,NO
7748,2022-11-26,18:28:24,4,70,8,NO
9350,2022-04-26,05:34:36,1,69,9,NO
6665,2022-07-26,09:34:24,8,16,2,NO
7902,2022-10-25,22:41:12,2,80,6,NO
6115,2022-11-07,15:56:11,4,7,5,NO
7984,2022-12-21,12:57:24,8,54,2,NO
9756,2022-11-04,02:39:40,3,13,4,NO
155,2022-10-06,01:16:43,1,55,9,NO
3800,2022-07-15,04:02:37,2,36,7,NO
8335,2022-03-01,13:36:38,3,16,2,NO
6770,2022-01-16,06:45:02,3,76,8,NO
1111,2022-02-09,07:10:01,2,67,7,NO
5999,2022-06-29,17:02:56,7,17,5,NO
2670,2022-11-28,18:34:13,2,26,4,NO
5554,2022-09-25,12:28:29,4,58,5,NO
7829,2022-06-17,08:05:46,8,59,3,YES
8607,2022-08-29,19:21:14,1,3,8,NO
9178,2022-10-08,02:56:02,3,58,7,NO
1799,2022-06-01,01:20:05,1,36,9,NO
8640,2022-03-26,21:28:31,4,27,1,NO
